subjects	S	age	R	rt
10	right	age17	left	0.708794050779247
10	left	age17	left	0.743983428579856
10	left	age17	left	0.796231455688617
10	right	age17	right	0.722621354245858
10	left	age17	left	0.692718219516806
10	left	age17	right	1.01077164163271
10	right	age17	right	0.750858855720348
10	right	age17	right	0.823350824966653
10	left	age17	left	0.825054274990896
10	right	age17	left	0.748457480620886
10	right	age17	right	0.752141504325138
10	left	age17	left	0.687554249343467
10	right	age17	left	0.846755300852032
10	left	age17	right	0.683172845191478
10	right	age17	right	0.713352565554245
10	left	age17	left	0.77507604121018
10	right	age17	left	0.743836930445238
10	left	age17	left	0.76631994055183
10	left	age17	right	0.695985505430763
10	right	age17	right	0.900825181116426
10	right	age17	right	0.723564467320095
10	right	age17	right	0.697350165594334
10	left	age17	right	0.725301027643544
10	left	age17	left	0.769921842115442
10	left	age17	left	1.08297563126959
10	right	age17	left	0.738656469050719
10	right	age17	right	0.761325464949461
10	left	age17	left	0.706438145186745
10	right	age17	right	0.885674582691497
10	left	age17	right	0.812919444611097
10	right	age17	left	0.840193197569433
10	right	age17	right	0.721324516746453
10	right	age17	left	0.78311877258366
10	left	age17	left	0.741464021652959
10	left	age17	left	0.849910611500826
10	left	age17	left	0.693447405477249
10	left	age17	right	0.760295074596977
10	left	age17	right	0.706488763340305
10	right	age17	left	0.75666736096069
10	right	age17	left	0.876499192259538
10	right	age17	right	0.711438550388531
10	right	age17	left	0.850411275125738
10	left	age17	left	0.683170879679164
10	left	age17	right	0.717842680908435
10	left	age17	right	0.746537193872196
10	left	age17	left	0.732990093568379
10	left	age17	left	0.817861780437293
10	right	age17	right	0.694325261582862
10	right	age17	right	0.850980928488994
10	left	age17	left	0.773028996694102
10	left	age17	right	0.69689762235396
10	right	age17	right	0.683538295983491
10	left	age17	right	0.708883217382729
10	right	age17	right	0.798105078099296
10	left	age17	left	0.737803943849866
10	right	age17	left	0.685675106331822
10	left	age17	right	0.939109086393087
10	left	age17	right	0.863299253969951
10	left	age17	right	0.763114803577525
10	right	age17	left	0.717011865510695
10	left	age17	right	0.716607639074708
10	right	age17	right	0.735401801873811
10	right	age17	left	1.02170557316426
10	right	age17	left	0.779580864533537
10	right	age17	right	0.93600199820843
10	left	age17	right	0.737251165571769
10	right	age17	right	0.679248804624074
10	right	age17	right	0.699699980172662
10	right	age17	right	0.710059218654796
10	left	age17	right	0.785868169142019
10	left	age17	right	0.773074227439257
10	right	age17	right	0.75298696636045
10	left	age17	left	0.713438796423881
10	left	age17	right	0.769773479831305
10	right	age17	left	0.739688293335555
10	right	age17	left	0.715484167337578
10	left	age17	left	0.730700357903452
10	left	age17	left	0.834748874697455
10	right	age17	right	0.913223717387945
10	right	age17	left	0.767410970003629
10	left	age17	left	0.679724840127146
10	left	age17	right	0.820114263433309
10	left	age17	left	0.877648032813531
10	left	age17	left	0.851826015126362
10	left	age17	right	0.7476039816265
10	right	age17	left	0.904284665717392
10	left	age17	right	0.759804372647485
10	left	age17	right	0.745491961338334
10	right	age17	left	0.68185073763912
10	right	age17	right	0.83982628665506
10	right	age17	right	0.744747661140625
10	left	age17	right	0.72130673629241
10	left	age17	right	0.817046812095195
10	left	age17	right	1.113139441519
10	right	age17	right	0.692598256331825
10	right	age17	right	0.864902337043103
10	left	age17	left	0.717212436335134
10	right	age17	right	0.789879879479515
10	right	age17	right	0.731900019138064
10	right	age17	left	0.729024587914046
10	right	age17	left	0.802758066866375
10	right	age17	right	0.725843136030741
10	left	age17	right	0.868110383696993
10	left	age17	left	0.718777374356859
10	right	age17	right	0.779365343391909
10	left	age17	right	0.856567568368322
10	right	age17	right	0.781378981769281
10	right	age17	left	0.791427365767901
10	left	age17	right	0.70403517075754
10	left	age17	right	0.717422428462618
10	left	age17	right	0.801008971253192
10	left	age17	right	0.699246360602307
10	left	age17	left	0.693987321202395
10	left	age17	left	0.692045709728421
10	right	age17	left	0.756441637503481
10	right	age17	right	0.804745361684502
10	left	age17	right	0.849652827871582
10	left	age17	right	0.71844196987573
10	left	age17	right	0.703869490365735
10	left	age17	right	0.75407902495669
10	right	age17	right	0.764128136321339
10	right	age17	right	0.873955866465168
10	right	age17	right	0.833064242670324
10	left	age17	left	0.770876288055083
10	right	age17	right	0.712857172305002
10	left	age17	right	0.697795424573616
10	left	age17	right	0.773441128719305
10	right	age17	left	0.784063884800526
10	right	age17	left	0.705312525072521
10	left	age17	left	0.743423832170912
10	right	age17	right	0.867422725295811
10	right	age17	right	0.989971925406473
10	right	age17	right	0.718920430721133
10	left	age17	left	0.729544920389113
10	left	age17	right	0.985144792708785
10	left	age17	right	0.824780745463455
10	left	age17	right	0.855090609529859
10	left	age17	right	0.890800921096714
10	right	age17	left	0.853434951164572
10	right	age17	left	0.712959058106444
10	right	age17	left	0.686007141377506
10	right	age17	right	0.846719991945563
10	right	age17	right	0.754299218041156
10	left	age17	right	0.722905100014914
10	right	age17	left	0.776348023250222
10	left	age17	left	0.758450095335144
10	right	age17	right	0.786664538967005
10	right	age17	left	0.73734131117079
10	right	age17	right	1.07973704115123
10	left	age17	right	0.769264976245239
10	left	age17	right	0.887531655743336
10	left	age17	left	0.710093508359222
10	left	age17	left	0.713076549743143
10	left	age17	left	0.762704211878407
10	right	age17	right	0.717810012367155
10	right	age17	left	0.801425184915199
10	left	age17	right	0.746464960233714
10	right	age17	left	0.725841380788498
10	right	age17	left	0.838388380457924
10	right	age25	right	0.943881889048446
10	right	age25	left	0.800737542099969
10	left	age25	right	0.825028105754215
10	left	age25	left	0.761493104110046
10	left	age25	left	0.836225967219519
10	right	age25	right	0.942704931517048
10	left	age25	left	0.835030085540454
10	right	age25	left	0.849818692990194
10	left	age25	left	0.816508210003993
10	left	age25	right	0.717507187328448
10	right	age25	right	1.51252419045208
10	left	age25	right	0.765555878179669
10	left	age25	right	1.22219221838741
10	left	age25	left	0.923041577793754
10	right	age25	right	1.20096484084681
10	right	age25	right	1.48883442101298
10	right	age25	left	1.40098014756551
10	right	age25	left	0.710524752304745
10	left	age25	right	0.738593190655295
10	left	age25	left	0.731402220206679
10	left	age25	right	0.925127133580932
10	right	age25	left	0.718578214385297
10	right	age25	left	0.898971027050842
10	left	age25	left	0.888322383437582
10	left	age25	left	0.870396950600315
10	left	age25	left	0.893725745696264
10	right	age25	left	0.823982357820611
10	left	age25	left	0.894270444195455
10	left	age25	left	1.05820860213321
10	right	age25	left	0.744625623618026
10	left	age25	right	1.07095052446295
10	left	age25	left	0.893579954874779
10	right	age25	right	0.794274843669317
10	left	age25	right	0.980423699111729
10	right	age25	left	1.02611945739853
10	left	age25	right	0.832464082389823
10	left	age25	left	0.761874398915885
10	left	age25	right	0.792813361263331
10	right	age25	left	1.26565388291189
10	left	age25	right	0.82839622833416
10	left	age25	left	0.770804460070365
10	right	age25	right	0.908510205460687
10	left	age25	right	0.987840984783355
10	left	age25	left	0.821131976184833
10	right	age25	right	1.1559476129625
10	left	age25	left	0.904496515332895
10	left	age25	left	0.965159730458399
10	right	age25	right	1.10415922047625
10	right	age25	left	0.757731301742474
10	right	age25	left	0.86575379558539
10	right	age25	right	1.08009230738389
10	right	age25	right	0.829790731021355
10	left	age25	right	0.957570801830691
10	left	age25	left	1.01189186450808
10	left	age25	left	0.723037419958973
10	left	age25	right	0.823485017383801
10	right	age25	left	1.13870681018488
10	right	age25	left	0.723317356921639
10	right	age25	left	0.768263699409788
10	left	age25	right	0.820780520195205
10	left	age25	left	1.12323825390171
10	right	age25	left	1.14011785544626
10	right	age25	left	0.756577424669763
10	left	age25	left	0.752402662295936
10	right	age25	right	0.741803572481198
10	left	age25	left	0.961137427225659
10	right	age25	right	0.876149636952331
10	left	age25	right	0.793508306822208
10	right	age25	left	1.24441648990079
10	left	age25	left	0.706949062093523
10	left	age25	left	0.779172694783457
10	left	age25	right	0.874959271997898
10	left	age25	left	0.745107761762596
10	right	age25	left	0.954951612200283
10	right	age25	right	0.833595122685466
10	right	age25	left	0.81319645410606
10	right	age25	right	1.01108314740411
10	right	age25	left	1.37450670605594
10	right	age25	left	1.30437377972292
10	right	age25	right	0.755557875990492
10	left	age25	left	0.786705491233585
10	left	age25	left	1.19809331095572
10	left	age25	right	0.714058799817409
10	right	age25	right	1.06661760623083
10	right	age25	right	0.73918600652056
10	left	age25	left	0.801901898078813
10	right	age25	right	0.901765672524031
10	left	age25	right	0.776801480263648
10	right	age25	left	0.904538043910382
10	right	age25	left	0.823295387856059
10	right	age25	right	0.761071882593196
10	right	age25	right	0.714655968545544
10	right	age25	left	1.11977688988978
10	right	age25	right	0.924960237718339
10	right	age25	left	0.811271868463107
10	left	age25	right	0.735628814415516
10	right	age25	right	0.926183293391197
10	right	age25	left	1.04927580370699
10	left	age25	right	0.885080455408499
10	right	age25	right	0.712834890534476
10	right	age25	left	1.0569210736423
10	left	age25	left	0.841840624514145
10	right	age25	right	0.706853397671388
10	left	age25	left	0.881113129944289
10	left	age25	left	0.770719967397343
10	right	age25	right	0.713173178593561
10	left	age25	right	0.747078295927342
10	right	age25	left	0.748693121707483
10	left	age25	left	0.757429873109994
10	right	age25	right	0.722222001938173
10	left	age25	right	1.38538264447357
10	right	age25	left	0.737130005159743
10	left	age25	left	0.871246887649118
10	right	age25	right	0.798723975048748
10	left	age25	right	0.843188821354347
10	left	age25	left	0.793512210647091
10	right	age25	right	0.755270100881533
10	left	age25	right	0.793039364918706
10	left	age25	left	0.835311878605295
10	right	age25	right	0.780098327608492
10	right	age25	right	0.72546848032433
10	left	age25	right	0.813049370101576
10	right	age25	left	1.17452637814656
10	left	age25	left	0.76987827635786
10	right	age25	left	0.856574173622288
10	right	age25	left	1.18463605100428
10	right	age25	left	0.748976229728209
10	right	age25	left	1.2211007324421
10	left	age25	left	0.730197463202034
10	left	age25	left	0.90781645361466
10	left	age25	right	1.19274201226518
10	left	age25	left	0.713461092291788
10	left	age25	right	1.2509339655474
10	right	age25	left	0.750171839102725
10	left	age25	left	0.859007669637306
10	right	age25	left	0.810255592241891
10	left	age25	left	0.778310632122733
10	left	age25	left	1.03862764246225
10	right	age25	right	1.29297129291665
10	right	age25	left	1.00061090846499
10	left	age25	right	0.892835315717574
10	left	age25	right	0.979792537320571
10	right	age25	right	0.736144504402827
10	right	age25	left	0.880759981809934
10	right	age25	right	0.706493360062381
10	right	age25	left	0.906351323100967
10	right	age25	right	0.745186038705671
10	right	age25	right	0.734190840014311
10	right	age25	right	0.908767585683761
10	right	age25	right	0.9173127339397
10	left	age25	left	0.795142532022417
10	right	age25	left	0.848845524952064
10	left	age25	right	0.770377657915382
10	right	age25	right	0.796722300079326
10	left	age25	right	0.783521925290707
10	right	age25	right	0.860516259399336
10	left	age25	right	1.2616327837709
10	left	age25	left	1.03309136196555
10	right	age25	right	0.754249778097696
10	right	age25	right	1.03253963761236
10	left	age25	left	0.789536666776898
10	left	age25	right	1.12181130832676
10	left	age25	left	0.777479895330961
10	right	age25	right	1.04802112464935
10	right	age25	left	0.785164240003251
10	left	age25	right	0.708954006960039
10	right	age25	right	0.800668374649073
10	left	age25	left	1.1768504209614
10	right	age25	left	0.74756873677116
10	right	age25	left	0.739431646037919
10	left	age25	right	0.876650107012211
10	right	age25	right	0.788130470958761
10	right	age25	right	0.964987321893564
10	left	age25	left	0.886923623267998
10	left	age25	left	0.946386057663431
10	left	age25	right	0.745062567541748
10	right	age25	right	0.92698710141353
10	left	age25	right	0.721356385063746
10	right	age25	right	0.930897681492302
10	right	age25	left	0.777557369024602
10	left	age25	left	0.74177375348463
10	left	age25	left	0.913394308263236
10	left	age25	left	0.822298613494055
10	left	age25	right	0.784616745355134
10	left	age25	left	0.866962621633035
10	left	age25	left	0.903584818045388
10	right	age25	left	0.736184937971836
10	right	age25	right	0.760236620420681
10	left	age25	right	0.787220613894467
10	right	age25	left	1.45560051619675
10	left	age25	right	0.972280599329647
10	left	age25	left	0.723868125600861
10	left	age25	left	0.798479296560239
10	left	age25	left	0.845196210373597
10	left	age25	left	0.736219348822881
10	right	age25	left	0.764589340541486
10	right	age25	right	0.753872933197194
10	right	age25	left	1.15230062629748
10	left	age25	left	0.759097257313825
10	right	age25	right	1.40595740972354
10	left	age25	right	0.954557729874105
10	right	age25	left	0.793698675603615
10	left	age25	left	0.832061947705445
10	left	age25	left	1.10000761286503
10	left	age25	right	1.18016189032414
10	right	age25	right	0.747631848007329
10	left	age25	right	0.805233430202224
10	right	age25	right	0.769272389944281
10	left	age25	right	0.808573805593024
10	left	age25	left	0.824346040660674
10	right	age25	right	0.854602914122032
10	right	age25	right	0.733098406103971
10	right	age25	right	0.959484089874538
10	right	age25	right	1.26783660089148
10	right	age25	right	0.830249830175685
10	left	age25	left	0.752763955188894
10	left	age25	left	1.05392388197322
10	right	age25	left	0.992686005611184
10	left	age25	left	0.772695491430698
10	right	age25	right	0.714613517721989
10	right	age25	right	0.714531041155914
10	left	age25	left	0.842782891409041
10	right	age25	right	1.00572303071109
10	right	age25	right	1.0221297210234
10	left	age25	left	1.07865512292888
10	left	age25	right	0.786930633490192
10	right	age25	left	1.22916172000819
10	left	age25	left	1.38225155778856
10	left	age25	left	0.724174830875844
10	right	age25	left	0.813691907058301
11	right	age17	right	0.284417089828023
11	right	age17	left	0.726901423693644
11	left	age17	right	0.483126689159735
11	right	age17	right	0.496194767053593
11	left	age17	left	0.693125719358087
11	right	age17	right	0.70417772393455
11	left	age17	right	0.547099435778941
11	right	age17	right	1.50047142726621
11	left	age17	left	0.27608575714918
11	right	age17	right	0.487668679018865
11	left	age17	left	0.405461276766207
11	left	age17	left	0.336649693165814
11	right	age17	right	0.415682614166511
11	left	age17	left	0.314799586539208
11	right	age17	right	0.813957784171764
11	right	age17	right	0.394084035239058
11	right	age17	right	0.430165642833134
11	left	age17	left	0.519735407057282
11	left	age17	left	0.467895455001969
11	left	age17	left	0.238276663834877
11	right	age17	left	0.313028589980161
11	left	age17	left	0.404631317384392
11	right	age17	right	0.585612479140671
11	left	age17	left	0.405959607840803
11	right	age17	right	0.274456557888286
11	right	age17	right	0.323755088815557
11	left	age17	right	0.297412952023693
11	left	age17	left	0.304871618570389
11	left	age17	left	0.42248180899177
11	right	age17	right	0.431994763794078
11	left	age17	left	0.414617317743598
11	right	age17	left	0.388942335769462
11	right	age17	left	0.380682870572372
11	left	age17	right	0.520743774155553
11	left	age17	right	0.788493487959892
11	left	age17	left	0.412099124978766
11	left	age17	left	0.363005512530613
11	right	age17	left	0.258813026473415
11	right	age17	left	0.4160815713455
11	left	age17	left	0.462668251110701
11	left	age17	left	0.719956682822925
11	right	age17	left	0.525688613904224
11	left	age17	left	0.287855997459331
11	left	age17	right	0.63391262848442
11	right	age17	right	0.252199783712375
11	right	age17	right	0.269268787289068
11	right	age17	left	0.661226916464045
11	right	age17	right	0.339413910550297
11	right	age17	right	0.301946281366351
11	left	age17	left	0.319552607742647
11	right	age17	right	0.392288005770868
11	left	age17	right	0.249084982140822
11	right	age17	left	0.474506689783791
11	left	age17	right	0.331457764952301
11	right	age17	right	0.295647041460015
11	right	age17	right	0.446464991633501
11	right	age17	right	0.269092021459876
11	right	age17	left	0.607166823065524
11	right	age17	right	0.488876634218423
11	right	age17	right	0.242266029296397
11	left	age17	left	0.316899979184641
11	right	age17	right	0.258425323500745
11	right	age17	right	0.326844292333612
11	right	age17	right	0.300922311582259
11	right	age17	left	0.418823273717798
11	left	age17	left	0.329465445052729
11	left	age17	left	0.768443436988621
11	left	age17	right	0.954974884973237
11	left	age17	left	0.410308505961583
11	right	age17	right	0.382220762478572
11	right	age17	right	0.265925573715997
11	left	age17	left	0.313975752875047
11	left	age17	left	0.696784149201404
11	right	age17	right	0.593832811948959
11	right	age17	right	0.266476396795787
11	left	age17	right	0.418226431242091
11	left	age17	left	0.54445037336677
11	right	age17	right	0.399623853344503
11	right	age17	left	0.273613062009198
11	right	age17	left	0.784683817325209
11	right	age17	right	0.513793585919893
11	left	age17	left	0.538179502189054
11	left	age17	left	0.423752805707997
11	right	age17	left	0.736448297843937
11	left	age17	left	0.254629521220652
11	right	age17	right	0.367902175662085
11	left	age17	left	0.82062794068195
11	right	age17	right	0.337201903622893
11	left	age17	left	0.599167712620535
11	right	age17	left	0.273771812033756
11	left	age17	left	0.684557934393298
11	right	age17	right	0.296954328573326
11	left	age17	left	0.474385156261868
11	left	age17	right	0.291041541125075
11	right	age17	right	0.261124245471331
11	right	age17	right	0.64936505628157
11	right	age17	right	0.496520162008355
11	right	age17	left	0.49212306005018
11	right	age17	right	0.471263828383864
11	right	age17	right	0.369924432980542
11	left	age17	right	0.515338295269093
11	right	age17	right	0.394831227436912
11	right	age17	left	0.312558382039081
11	right	age17	right	0.307095267836368
11	left	age17	left	0.539809813754771
11	left	age17	left	0.29176907439799
11	left	age17	left	0.735604723114508
11	left	age17	left	0.269902541159442
11	left	age17	right	0.564597615876289
11	right	age17	left	0.519059019673122
11	left	age17	left	0.474385079500087
11	left	age17	left	0.561980999408823
11	left	age17	left	0.428131172890863
11	left	age17	right	0.281500335932267
11	left	age17	left	0.377992412015586
11	left	age17	left	0.265448454983285
11	left	age17	right	0.300080663740306
11	left	age17	left	0.374239508883201
11	left	age17	right	0.306124666814557
11	right	age17	right	0.478066312213531
11	left	age17	right	0.728345662014428
11	left	age17	left	0.771134312717125
11	right	age17	left	0.483208392325965
11	left	age17	left	0.277128414235353
11	left	age17	left	0.41088499145539
11	right	age17	right	0.29946722592825
11	right	age17	right	0.314170324663569
11	left	age17	left	0.264369429431381
11	right	age17	right	0.563082870869777
11	left	age17	right	0.361854815430383
11	left	age17	left	0.433781428450815
11	right	age17	right	0.342679539489241
11	left	age17	right	0.375468167280813
11	right	age17	right	0.391464565781858
11	left	age17	left	0.482847486626821
11	right	age17	right	0.329150291257073
11	left	age17	right	0.52399421594615
11	left	age17	left	0.276781028302408
11	right	age17	right	0.274198564038795
11	left	age17	left	0.61121600190418
11	left	age17	right	0.532819656176974
11	right	age17	left	0.243107085092357
11	left	age17	left	0.416285003564012
11	left	age17	right	0.394826107706354
11	right	age17	left	0.455178496359014
11	right	age17	left	0.499960352017947
11	right	age17	right	0.403137424787545
11	left	age17	left	0.401589786329111
11	left	age17	right	0.25109112290567
11	right	age17	left	0.760377372036711
11	left	age17	right	0.422298212971721
11	left	age17	right	0.410101570189777
11	left	age17	right	0.324001223985483
11	left	age17	right	0.440594730154425
11	left	age17	left	0.526309882540966
11	left	age17	left	0.405298244435473
11	right	age17	right	0.766196951500906
11	right	age17	right	0.375126533375096
11	right	age17	right	0.426814820432927
11	right	age17	right	0.580340307414587
11	right	age17	right	0.321424567224774
11	left	age17	left	0.300809559935316
11	right	age17	right	0.769381633269112
11	right	age17	left	0.24298657154527
11	left	age17	left	0.443900291388533
11	right	age17	right	0.317046957566268
11	right	age17	right	0.619926819078168
11	right	age17	right	0.44733632232079
11	right	age17	right	1.2965056763299
11	left	age17	left	0.240899527265479
11	right	age17	right	0.299688791929947
11	left	age17	left	0.433687318954255
11	left	age17	left	0.261411300692963
11	left	age17	right	0.457275153162068
11	right	age17	right	0.50003873277382
11	right	age17	left	0.896059962250537
11	left	age17	left	0.294861340295188
11	right	age17	left	0.325822965975136
11	left	age17	left	0.510041216120995
11	left	age17	right	0.915381740409968
11	left	age17	left	0.318076074032546
11	left	age17	left	0.451231637324591
11	right	age17	left	0.739693387568583
11	left	age17	left	0.413741532844454
11	right	age17	left	0.834180165181686
11	left	age17	left	0.594952939936694
11	left	age17	left	0.243647718446635
11	right	age17	right	0.267722832262701
11	left	age17	right	0.36961047545255
11	right	age17	right	0.523358595872691
11	left	age17	left	0.418671406958297
11	right	age17	right	0.546043068504439
11	left	age17	right	0.417389745722465
11	left	age17	right	0.939145076649718
11	left	age17	left	0.616014643706166
11	left	age17	left	0.335734444031148
11	right	age17	right	0.254547636034666
11	left	age17	left	0.431076390353235
11	left	age17	left	0.355563635446082
11	right	age17	left	0.690522362147613
11	right	age17	left	0.277055397747967
11	right	age17	right	0.43575380258346
11	right	age17	right	0.358905520005694
11	right	age17	left	0.527476429581399
11	right	age17	right	1.2170106911595
11	right	age17	right	0.4795477679333
11	right	age17	right	0.529459688411808
11	right	age17	left	0.337835195014655
11	left	age17	right	0.299892657030041
11	right	age17	right	0.518421236899802
11	left	age17	left	0.319939509621105
11	left	age17	right	0.465992757924157
11	left	age17	left	0.268494425060506
11	right	age17	left	0.341781985226362
11	left	age17	left	0.267335875147851
11	right	age17	right	0.396347906929345
11	right	age17	right	0.575948292950361
11	left	age17	left	0.271652197884498
11	left	age17	left	0.414835136701232
11	left	age17	left	0.509615711909013
11	right	age17	right	0.368245965992286
11	right	age17	right	0.811457418157678
11	right	age17	right	0.389318127945116
11	right	age17	left	0.293041999286663
11	left	age17	left	0.531998001606457
11	left	age17	left	1.04382352242783
11	right	age17	right	0.29217589223235
11	right	age17	left	0.26391469552437
11	right	age17	right	0.352056457529704
11	left	age17	right	0.278120494707624
11	right	age25	right	1.00835715614822
11	right	age25	right	0.333155538274148
11	right	age25	right	0.590368482744537
11	left	age25	left	0.422338814374628
11	right	age25	right	0.312847968977032
11	left	age25	left	1.06657811663238
11	right	age25	right	0.82524666416063
11	left	age25	left	0.616647348512059
11	left	age25	left	0.882644932574254
11	right	age25	right	1.50464244527255
11	left	age25	left	1.50147086054018
11	right	age25	right	0.639250872276329
11	right	age25	right	1.84672785729754
11	right	age25	right	1.26766796258337
11	left	age25	left	0.845173110066487
11	right	age25	left	0.833064682926965
11	left	age25	left	0.394994658804902
11	left	age25	left	0.792529549161084
11	left	age25	right	0.5934361649771
11	right	age25	right	0.760932196211633
11	right	age25	right	0.830575688872009
11	right	age25	right	0.375813542831035
11	right	age25	right	1.28649513842658
11	right	age25	right	3.79153426287829
11	right	age25	right	0.927616044342243
11	right	age25	right	0.581871658812562
11	right	age25	right	1.01522440802397
11	left	age25	left	0.756499574718397
11	left	age25	left	0.44488760901152
11	left	age25	left	1.24724531733222
11	right	age25	right	0.99561379556776
11	right	age25	right	0.550160045973502
11	left	age25	left	0.280017427086496
11	left	age25	left	0.380573057176143
11	right	age25	right	0.740110611141738
11	left	age25	left	1.6320495483543
11	left	age25	left	0.936030581413192
11	right	age25	right	0.892238965753527
11	right	age25	left	0.977102951967981
11	left	age25	left	0.724789285942125
11	left	age25	left	0.323980216898297
11	left	age25	left	0.465660533458857
11	left	age25	right	0.663526754277468
11	left	age25	left	0.518275283292351
11	left	age25	left	0.718558950137028
11	right	age25	left	0.526806603399548
11	right	age25	right	1.01832609489408
11	left	age25	left	0.77381348129664
11	left	age25	left	0.764772784230931
11	left	age25	right	1.29222129442024
11	right	age25	right	0.355249114933373
11	right	age25	right	0.280391484898883
11	right	age25	left	0.327635061575766
11	right	age25	left	1.48844482911776
11	left	age25	left	0.95729453040136
11	left	age25	left	1.80071813857784
11	left	age25	left	0.472684475181122
11	right	age25	right	0.845652804861294
11	left	age25	left	0.590787030233597
11	right	age25	right	0.723682299934846
11	right	age25	right	0.789587443066103
11	right	age25	right	0.916487118442092
11	right	age25	right	0.461312362918731
11	right	age25	right	0.583501883237011
11	right	age25	left	0.580964354314714
11	left	age25	left	0.291123765567599
11	right	age25	right	0.604887289036126
11	left	age25	left	0.383708444109934
11	left	age25	left	0.372533905737917
11	right	age25	right	0.979073662298435
11	left	age25	left	0.35800271148749
11	left	age25	left	0.627247624508947
11	right	age25	right	0.331357553788572
11	right	age25	right	1.103836137619
11	right	age25	right	0.299984853804295
11	right	age25	right	0.499591677140343
11	left	age25	left	0.715698290135531
11	right	age25	right	0.342740801835021
11	left	age25	left	1.26200674108941
11	left	age25	left	0.530912709865581
11	left	age25	left	0.773183757926053
11	right	age25	right	0.831594921972742
11	left	age25	left	1.09290079987557
11	right	age25	right	1.00477519249679
11	left	age25	right	0.470818813107191
11	left	age25	left	0.899465250418027
11	left	age25	left	0.277966087174703
11	right	age25	right	0.71640189024389
11	left	age25	left	0.449586381207629
11	right	age25	right	0.32349950022017
11	right	age25	right	1.34287969683961
11	left	age25	left	0.807900113963925
11	right	age25	right	0.787533819630413
11	right	age25	right	1.11514707471468
11	right	age25	left	0.333700144177305
11	right	age25	right	0.535888707413475
11	left	age25	left	1.01743764001449
11	left	age25	left	0.357883113963253
11	left	age25	left	0.396248409684303
11	left	age25	left	1.51867399013888
11	left	age25	left	1.74218601710488
11	right	age25	left	0.784949657174894
11	right	age25	left	1.45446775609264
11	right	age25	right	0.457609161901258
11	left	age25	left	1.70581916400987
11	left	age25	right	0.344052261447085
11	right	age25	right	0.791558011729992
11	left	age25	left	0.45209839190873
11	left	age25	left	0.759406127577818
11	right	age25	right	1.34919525381499
11	right	age25	right	1.16744843184748
11	left	age25	right	1.1010110091407
11	right	age25	right	0.450473159416848
11	right	age25	right	1.04658583214837
11	right	age25	left	0.337422401485627
11	left	age25	left	0.774457918677601
11	left	age25	right	1.23833634823695
11	left	age25	left	0.452722856559919
11	left	age25	left	1.0925590173458
11	right	age25	right	0.399096740309725
11	right	age25	right	0.590375666720178
11	left	age25	left	0.280634050058024
11	left	age25	left	0.669670512503387
11	left	age25	left	0.876123731352151
11	right	age25	right	0.681424879005906
11	right	age25	left	0.309115002779233
11	left	age25	left	1.4075914556622
11	right	age25	right	0.817051112160603
11	right	age25	right	0.475630454513773
11	right	age25	right	0.70512036376225
11	left	age25	right	0.581171954426227
11	right	age25	right	0.834985223550152
11	left	age25	right	0.872786936491612
11	right	age25	right	1.2786882427239
11	left	age25	left	0.459722199680816
11	left	age25	left	1.48532484732955
11	right	age25	right	0.652871016764568
11	right	age25	right	0.750586207042391
11	right	age25	right	0.897484217023076
11	right	age25	left	0.635186605015805
11	left	age25	right	0.412185722973203
11	left	age25	left	0.764544047379898
11	right	age25	right	0.906346798922418
11	right	age25	right	0.582225734670029
11	left	age25	left	0.375686278421863
11	left	age25	left	0.308600201624568
11	left	age25	left	0.490615560180013
11	left	age25	left	0.544940688439181
11	left	age25	left	0.600468486186074
11	left	age25	left	0.873308967327163
11	right	age25	left	0.678491917739853
11	right	age25	left	1.47134766407519
11	right	age25	left	1.59484491477304
11	left	age25	left	0.824779134155211
11	left	age25	left	0.390922068185671
11	right	age25	right	0.560613615395705
11	left	age25	left	0.936562704562756
11	right	age25	right	0.46326532410622
11	left	age25	left	1.40507715163523
11	right	age25	left	0.663785384654656
11	left	age25	left	0.5213398285354
11	left	age25	right	0.646195505324036
11	right	age25	right	0.363172635189897
11	left	age25	left	0.322391784168324
11	right	age25	right	0.784721764498694
11	right	age25	right	1.1427567474529
11	right	age25	left	0.567057786329471
11	right	age25	left	0.921638192640609
11	right	age25	right	0.35498007810547
11	left	age25	right	0.616249879003168
11	right	age25	right	0.694230878499682
11	left	age25	left	0.914985004804892
11	right	age25	right	1.47395253630347
11	left	age25	left	1.00118512657686
11	right	age25	right	1.26354459828435
11	left	age25	left	0.775519220587243
11	right	age25	right	0.662529830945786
11	left	age25	left	0.341256134762292
11	left	age25	right	1.1247715783823
11	left	age25	left	0.328653819292655
11	left	age25	left	0.390828693180752
11	right	age25	right	0.284946699680631
11	left	age25	left	0.712498468844323
11	left	age25	left	1.18986553973085
11	right	age25	left	0.427156489706581
11	left	age25	left	0.616406741919558
11	right	age25	left	0.2807177535236
11	right	age25	right	1.20216423722942
11	left	age25	left	1.12500517817966
11	left	age25	left	0.753139973755881
11	left	age25	right	1.00694211061234
11	right	age25	right	0.659957665581598
11	left	age25	left	0.408356738239802
11	right	age25	left	0.726732046931576
11	left	age25	left	0.808897060792865
11	left	age25	right	1.0733021029551
11	left	age25	right	0.725283504759993
11	left	age25	left	0.400226850541589
11	left	age25	left	1.48766233999352
11	right	age25	right	1.48170443529406
11	right	age25	left	0.348020826802178
11	right	age25	right	0.363411189054421
11	left	age25	left	0.694661382394049
